pozycja,term,n,occurrences,docs_total,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y0,baseline_share,share_at_y0,peak_share,peak_year,docs_2021_2025,emerging,prevalence_2021_2025,threshold,exceedance,w_rdzeniu_4
507,femoral neck system,3,214,124,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,16,27,38,29,2022,0.0,0.0011067303036591271,0.002564621718296551,2024,123,True,0.0016722635378570556,0.001,2.564621718296551,True
508,lp,1,652,231,2,1,1,1,7,8,10,7,6,5,11,8,10,6,12,14,22,24,16,29,31,2021,0.0001637333386980069,0.0013734548632788114,0.002073439903685372,2025,122,True,0.0016586678993378923,0.001,2.073439903685372,False
509,chronic periprosthetic joint infection,4,328,185,0,0,0,0,0,0,2,2,0,5,3,5,6,13,11,16,28,27,22,18,27,2021,0.0,0.0017480334623548508,0.001867607387424777,2022,122,True,0.0016586678993378923,0.001,1.867607387424777,False
510,13 9,2,296,289,0,2,3,4,2,6,7,10,6,16,14,17,17,19,22,23,20,31,18,21,31,2014,0.00019683851485867996,0.0011916288076264244,0.0021442899633395585,2022,121,True,0.0016450722608187293,0.001,2.1442899633395585,False
511,multivariable logistic regression model,4,234,218,2,0,1,0,1,1,0,5,8,10,6,7,7,15,15,19,19,17,21,35,29,2020,0.00012388952644205024,0.0011302123609541373,0.0023621515826415603,2024,121,True,0.0016450722608187293,0.001,2.36215158264156,False
512,dfus,1,454,206,0,0,2,1,1,0,1,4,5,3,9,9,14,10,12,14,19,25,18,29,30,2021,7.810059356451109e-05,0.0011861655637407916,0.0020065547455019733,2025,121,True,0.0016450722608187293,0.001,2.0065547455019734,False
513,virtual reality,2,421,194,1,2,2,1,2,3,2,2,3,4,4,3,5,8,12,19,18,17,19,27,40,2020,0.00020020783290632173,0.0011302123609541373,0.0026754063273359643,2025,121,True,0.0016450722608187293,0.0010010391645316086,2.6726290260459495,False
514,emergency department visit,3,224,184,0,0,0,1,0,1,0,2,2,3,3,6,10,8,12,15,14,23,20,22,42,2022,0.0,0.0015909248115099951,0.0028091766437027626,2025,121,True,0.0016450722608187293,0.001,2.8091766437027625,False
515,sarcopenia,1,654,154,0,0,0,1,0,0,0,0,2,0,3,4,3,5,7,8,13,23,19,34,32,2022,0.0,0.0015909248115099951,0.00229466153742323,2024,121,True,0.0016450722608187293,0.001,2.29466153742323,False
516,chronic obstructive pulmonary disease,4,366,316,1,1,6,0,5,8,5,5,12,5,14,19,23,28,33,31,22,27,23,28,20,2017,0.00031656520777938727,0.001599777422271684,0.0021284829721362228,2019,120,True,0.0016314766222995662,0.0015828260388969363,1.3447358836853305,False
517,mean standard deviation,3,323,315,0,1,3,3,4,4,12,10,13,19,14,12,32,22,21,25,32,23,20,22,23,2017,0.0001569947026027233,0.002225777283160604,0.002225777283160604,2017,120,True,0.0016314766222995662,0.001,2.2257772831606037,False
518,graft type,2,418,313,1,2,4,2,9,5,7,9,13,15,19,16,16,21,27,27,24,19,18,19,40,2018,0.00027830842647083283,0.0014593467685892981,0.0026754063273359643,2025,120,True,0.0016314766222995662,0.001391542132354164,1.9226197073959967,False
519,eos,1,585,275,0,0,0,0,0,5,6,6,6,8,6,18,14,19,29,38,27,24,24,24,21,2018,0.0,0.001320361362056984,0.0022604247219082745,2020,120,True,0.0016314766222995662,0.001,2.2604247219082745,False
520,patient reported outcome score,4,300,273,0,0,0,1,0,1,1,4,7,12,12,17,18,29,28,23,27,24,21,28,20,2016,0.0,0.0012229336018991439,0.0020152883947185543,2018,120,True,0.0016314766222995662,0.001,2.0152883947185543,False
521,future work,2,249,245,1,1,2,1,1,3,4,7,6,7,11,17,8,12,20,24,20,18,30,24,28,2019,0.0001603640206503651,0.0012899896800825593,0.002253944402704733,2023,120,True,0.0016314766222995662,0.001,2.2539444027047333,False
522,tea,1,901,313,0,4,1,9,7,6,10,6,13,17,17,20,18,17,23,26,29,19,22,19,30,2014,0.00019842554580608217,0.001266105608103076,0.0020065547455019733,2025,119,True,0.0016178809837804032,0.001,2.0065547455019734,False
523,search term,2,293,284,1,0,3,2,3,9,4,6,7,18,15,18,16,23,22,18,30,21,18,24,26,2014,0.00015957050517666397,0.0013405824085797274,0.0018728929953801972,2021,119,True,0.0016178809837804032,0.001,1.8728929953801972,False
524,aa,1,753,257,3,1,1,2,3,3,7,4,7,10,12,12,20,7,21,25,26,18,30,24,21,2019,0.00020615295352790423,0.0013544891640866873,0.002253944402704733,2023,119,True,0.0016178809837804032,0.0010307647676395212,2.1866719483110835,False
525,receiver operating characteristic curve analysis,5,244,229,1,1,2,3,4,3,2,7,6,4,5,7,12,11,18,24,17,16,30,25,31,2019,0.0001603640206503651,0.0011609907120743034,0.002253944402704733,2023,119,True,0.0016178809837804032,0.001,2.2539444027047333,False
526,operation duration,2,310,224,1,1,2,3,3,3,8,4,6,5,5,9,14,11,12,18,31,24,21,25,18,2020,0.0001603640206503651,0.0010707274998512878,0.0019353227618928706,2021,119,True,0.0016178809837804032,0.001,1.9353227618928706,False
527,opioid prescription,2,359,218,0,0,0,0,0,0,0,0,0,1,0,1,12,18,31,36,29,18,20,22,30,2018,0.0,0.001250868658790827,0.0021414549997025756,2020,119,True,0.0016178809837804032,0.001,2.1414549997025754,False
528,white patient,2,369,215,4,1,2,1,2,5,8,1,7,7,8,7,7,9,14,13,14,26,31,28,20,2022,0.0002876228651400571,0.0017984367434460814,0.002329075882794891,2023,119,True,0.0016178809837804032,0.0014381143257002856,1.6195345816201046,False
529,dataset,1,226,209,2,0,0,1,4,4,7,6,9,6,6,7,11,5,7,15,18,19,17,23,42,2021,8.483922965979469e-05,0.0011237357972281184,0.0028091766437027626,2025,119,True,0.0016178809837804032,0.001,2.8091766437027625,False
530,lla,1,654,200,2,1,2,2,2,3,4,1,6,1,5,9,5,11,9,18,25,30,28,16,20,2020,0.00020278363548026246,0.0010707274998512878,0.0021036814425244178,2023,119,True,0.0016178809837804032,0.0010139181774013123,2.0748039530331583,False
531,asd patient,2,252,181,0,0,0,0,0,0,2,0,0,2,4,7,10,15,10,12,16,21,22,27,33,2022,0.0,0.0014525835235526042,0.0022072102200521703,2025,119,True,0.0016178809837804032,0.001,2.20721022005217,False
532,9 0,2,305,295,1,1,3,1,5,6,6,8,9,20,9,16,23,16,29,24,17,19,21,37,24,2016,0.00019941431743262063,0.0011509963311991942,0.002497131673078221,2024,118,True,0.0016042853452612402,0.001,2.4971316730782207,False
533,23 3,2,255,253,3,2,0,6,4,5,7,7,12,8,15,9,5,18,17,17,21,24,15,29,29,2021,0.00020694646900160533,0.001311025096766138,0.0019572113113315785,2024,118,True,0.0016042853452612402,0.0010347323450080267,1.8915145745409128,False
534,bone cement leakage,3,347,208,0,0,0,2,2,2,2,3,7,5,7,9,9,4,17,21,25,22,22,20,29,2019,0.0,0.0010964912280701754,0.001939669587318574,2025,118,True,0.0016042853452612402,0.001,1.9396695873185739,False
535,kinesiophobia,1,544,194,1,0,0,1,1,1,1,5,4,7,7,10,6,8,12,12,14,17,17,30,40,2022,4.241961482989734e-05,0.0011759009476378225,0.0026754063273359643,2025,118,True,0.0016042853452612402,0.001,2.6754063273359643,False
536,early onset scoliosis,3,586,357,1,1,2,1,4,8,13,12,14,20,15,24,18,28,34,45,29,26,23,21,18,2013,0.0001603640206503651,0.0010490034467256107,0.00267681874962822,2020,117,True,0.0015906897067420771,0.001,2.67681874962822,True
537,pfna,1,810,308,0,0,0,3,6,9,12,14,19,12,15,11,21,13,29,27,26,23,17,19,32,2011,0.0,0.00100460443700293,0.002140325061868771,2025,117,True,0.0015906897067420771,0.001,2.1403250618687713,False
538,12 6,2,303,297,0,3,3,3,3,5,15,12,13,12,18,16,19,18,24,16,26,23,17,24,27,2017,0.0002366823271146366,0.0013215552618766084,0.001805899270951776,2025,117,True,0.0015906897067420771,0.001183411635573183,1.5260110824219608,False
539,surgical characteristic,2,212,199,2,0,1,0,0,1,0,4,11,5,7,4,10,13,8,16,15,23,21,27,31,2022,0.00012388952644205024,0.0015909248115099951,0.002073439903685372,2025,117,True,0.0015906897067420771,0.001,2.073439903685372,False
540,rs,1,549,231,1,2,3,1,4,5,2,7,8,5,8,5,13,18,18,15,24,27,19,28,18,2021,0.0002392581296885773,0.0014983143963041578,0.0018897212661132482,2024,116,True,0.001577094068222914,0.0011962906484428864,1.5796506213376686,False
541,each model,2,237,219,0,2,4,3,1,5,4,3,0,2,15,8,14,9,11,22,23,17,21,29,26,2023,0.0002358888116409355,0.0015777610818933133,0.0019572113113315785,2024,116,True,0.001577094068222914,0.0011794440582046774,1.6594354753126659,False
542,ten study,2,218,214,0,0,0,1,2,3,1,7,7,3,9,15,10,10,13,17,17,19,28,29,23,2020,0.0,0.0010112426387484386,0.0021036814425244178,2023,116,True,0.001577094068222914,0.001,2.103681442524418,False
543,all model,2,234,211,0,1,1,1,6,2,3,4,9,4,7,6,13,7,11,20,19,19,21,30,27,2020,7.88941090382122e-05,0.0011896972220569865,0.002024701356549909,2024,116,True,0.001577094068222914,0.001,2.0247013565499086,False
544,model performance,2,152,140,0,0,0,0,0,0,0,1,0,1,0,2,2,6,7,5,10,17,24,27,38,2022,0.0,0.0011759009476378225,0.002541636010969166,2025,116,True,0.001577094068222914,0.001,2.541636010969166,False
545,associated factor,2,252,213,0,2,2,4,2,2,2,4,5,7,10,7,12,11,11,17,15,19,17,28,36,2022,0.0001577882180764244,0.0013142422355952134,0.0024078656946023677,2025,115,True,0.001563498429703751,0.001,2.4078656946023678,False
546,eras,1,368,177,0,0,0,0,0,3,0,3,1,1,0,3,5,7,25,14,25,17,24,20,29,2021,0.0,0.001560744162816831,0.001939669587318574,2025,115,True,0.001563498429703751,0.001,1.9396695873185739,False
547,open wedge high tibial osteotomy,5,488,307,2,0,3,6,9,9,9,7,7,14,13,16,17,22,32,27,31,27,22,21,13,2016,0.0002019901200065613,0.0011509963311991942,0.0020639834881320948,2019,114,True,0.001549902791184588,0.0010099506000328066,2.04364796462822,True
548,open reduction internal fixation group,5,534,245,2,0,2,3,3,4,5,7,7,7,12,17,10,12,18,22,28,22,18,21,25,2019,0.00016293982322430577,0.0011609907120743034,0.0017480334623548508,2021,114,True,0.001549902791184588,0.001,1.7480334623548508,False
549,mowhto,1,579,171,0,0,0,0,1,1,0,3,0,2,4,4,5,3,16,18,19,18,15,31,31,2019,0.0,0.0010319917440660474,0.002092191401768239,2024,114,True,0.001549902791184588,0.001,2.0921914017682393,False
550,ihot 12,2,285,153,0,0,0,0,0,0,0,0,0,0,0,1,5,5,13,15,28,19,18,23,26,2021,0.0,0.0017480334623548508,0.0017480334623548508,2021,114,True,0.001549902791184588,0.001,1.7480334623548508,False
551,cbct scan,2,294,253,0,0,0,1,1,3,4,8,17,12,19,12,11,14,19,19,20,15,19,25,34,2019,0.0,0.0012254901960784314,0.0022740953782355694,2025,113,True,0.001536307152665425,0.001,2.2740953782355695,False
552,institutional database,2,253,248,0,1,1,2,1,1,3,5,2,8,18,10,13,19,26,25,16,24,22,19,32,2018,7.88941090382122e-05,0.001320361362056984,0.002140325061868771,2025,113,True,0.001536307152665425,0.001,2.1403250618687713,False
553,control cohort,2,311,243,0,1,2,1,0,3,1,5,3,14,12,16,14,14,19,25,12,31,24,23,23,2022,0.00011794440582046775,0.0021442899633395585,0.0021442899633395585,2022,113,True,0.001536307152665425,0.001,2.1442899633395585,False
554,infection risk,2,281,231,0,3,1,2,1,5,3,6,10,7,10,13,15,14,19,9,16,17,19,21,40,2022,0.0001585817335501255,0.0011759009476378225,0.0026754063273359643,2025,113,True,0.001536307152665425,0.001,2.6754063273359643,False
555,50 0,2,274,256,1,2,1,5,2,2,8,7,6,6,11,9,16,21,20,27,15,18,23,25,31,2017,0.0001611575361240662,0.001112888641580302,0.002073439903685372,2025,112,True,0.001522711514146262,0.001,2.073439903685372,False
556,each outcome,2,234,220,0,3,1,0,3,2,1,8,5,8,6,7,12,13,17,22,20,22,20,23,27,2019,0.0001585817335501255,0.0010964912280701754,0.001805899270951776,2025,112,True,0.001522711514146262,0.001,1.8058992709517758,False
557,surgical variable,2,242,216,0,1,2,2,1,0,4,4,7,7,7,13,18,17,13,8,13,31,20,24,24,2022,0.00011794440582046775,0.0021442899633395585,0.0021442899633395585,2022,112,True,0.001522711514146262,0.001,2.1442899633395585,False
558,patient specific factor,3,198,178,0,0,1,1,0,0,3,10,0,2,4,10,5,5,7,18,9,19,15,24,45,2022,3.9050296782255544e-05,0.0013142422355952134,0.0030098321182529596,2025,112,True,0.001522711514146262,0.001,3.0098321182529597,False
559,augmented reality,2,210,155,0,0,0,0,0,1,1,1,3,4,1,4,1,7,9,11,14,24,30,23,21,2022,0.0,0.0016600954554886907,0.002253944402704733,2023,112,True,0.001522711514146262,0.001,2.2539444027047333,False
560,morphine milligram equivalent,3,154,150,0,0,0,0,0,0,0,0,0,0,0,0,3,5,12,18,18,19,25,24,26,2020,0.0,0.0010707274998512878,0.0018782870022539444,2023,112,True,0.001522711514146262,0.001,1.8782870022539444,False
561,median follow up time,4,259,257,2,2,0,3,4,5,6,13,11,9,9,12,16,16,23,15,25,23,22,23,18,2017,0.000164526854171708,0.001112888641580302,0.001652892561983471,2023,111,True,0.001509115875627099,0.001,1.652892561983471,False
562,limb symmetry index,3,211,191,0,0,0,3,0,0,0,3,1,4,4,9,9,18,12,17,21,20,20,30,20,2020,0.0,0.0010112426387484386,0.002024701356549909,2024,111,True,0.001509115875627099,0.001,2.0247013565499086,False
563,external validation,2,208,156,0,0,0,0,1,0,0,2,0,1,4,5,2,10,8,12,22,18,19,26,26,2021,0.0,0.0013734548632788114,0.0017547411756765876,2024,111,True,0.001509115875627099,0.001,1.7547411756765876,False
564,study selection,2,285,283,1,4,1,3,2,4,5,15,16,18,9,12,17,16,27,23,27,18,20,19,26,2019,0.0002408451606359795,0.001741486068111455,0.001741486068111455,2019,110,True,0.0014955202371079357,0.0012042258031798975,1.4461457838827732,False
565,preoperative factor,2,318,263,1,0,4,3,9,10,2,6,6,9,17,17,13,13,18,25,23,23,25,17,22,2019,0.00019862080195891954,0.0011609907120743034,0.0018782870022539444,2023,110,True,0.0014955202371079357,0.001,1.8782870022539444,False
566,20 5,2,262,259,2,2,2,5,4,2,5,15,8,9,12,16,16,11,16,24,25,20,17,19,29,2020,0.0002426274477362191,0.0014276366664683839,0.001939669587318574,2025,110,True,0.0014955202371079357,0.0012131372386810955,1.5988871872627977,False
567,tt,1,538,247,0,0,1,4,3,4,7,8,11,13,17,13,7,13,19,17,21,22,23,25,19,2019,3.9050296782255544e-05,0.0012254901960784314,0.0017280240420736287,2023,110,True,0.0014955202371079357,0.001,1.7280240420736288,False
568,hrs,1,271,239,0,2,1,2,3,3,3,3,13,5,11,13,18,16,18,18,9,17,24,26,34,2017,0.00011873792129416884,0.0012519997217778397,0.0022740953782355694,2025,110,True,0.0014955202371079357,0.001,2.2740953782355695,False
569,acb,1,898,235,0,0,0,1,0,1,2,0,4,4,7,25,19,13,26,23,24,26,14,22,24,2019,0.0,0.001676986584107327,0.0017984367434460814,2022,110,True,0.0014955202371079357,0.001,1.7984367434460813,False
570,patient cohort,2,228,220,1,2,0,2,3,3,4,2,11,7,5,15,9,16,13,17,34,20,19,18,19,2020,0.00012210723934181065,0.0010112426387484386,0.00212261206143089,2021,110,True,0.0014955202371079357,0.001,2.1226120614308903,False
571,ppf,1,574,175,3,0,1,2,1,2,1,1,3,5,7,6,5,2,17,9,17,14,18,29,32,2023,0.0001663091412719476,0.00135236664162284,0.002140325061868771,2025,110,True,0.0014955202371079357,0.001,2.1403250618687713,False
572,single academic institution,3,168,164,1,0,0,0,0,2,0,0,1,5,2,5,6,7,14,11,15,20,16,26,33,2022,4.241961482989734e-05,0.0013834128795739088,0.0022072102200521703,2025,110,True,0.0014955202371079357,0.001,2.20721022005217,False
573,this narrative review,3,173,163,0,0,0,0,0,1,1,2,3,2,7,5,3,3,11,15,10,20,22,26,32,2022,0.0,0.0013834128795739088,0.002140325061868771,2025,110,True,0.0014955202371079357,0.001,2.1403250618687713,False
574,dair,1,552,163,0,0,0,0,1,0,0,0,4,1,2,5,7,7,8,18,12,14,23,29,32,2023,0.0,0.0017280240420736287,0.002140325061868771,2025,110,True,0.0014955202371079357,0.001,2.1403250618687713,False
575,95 cis,2,256,234,0,1,0,0,2,3,2,4,6,10,16,21,16,8,14,22,20,22,23,15,29,2015,3.984381225595665e-05,0.0011838697743248242,0.001939669587318574,2025,109,True,0.0014819245985887726,0.001,1.9396695873185739,False
576,question purpose,2,233,233,0,0,0,0,3,2,5,4,3,7,8,22,21,13,17,19,35,23,14,17,20,2019,0.0,0.0010964912280701754,0.0021850418279435635,2021,109,True,0.0014819245985887726,0.001,2.1850418279435635,False
577,nah,1,498,229,0,0,0,1,2,4,2,5,10,11,8,9,15,12,13,28,33,21,15,13,27,2020,0.0,0.001665576110879781,0.002060182294918217,2021,109,True,0.0014819245985887726,0.001,2.0601822949182167,False
578,3d printing technology,3,373,221,0,0,0,0,0,0,0,0,0,0,4,10,25,21,30,22,18,20,21,25,25,2017,0.0,0.0017388885024692217,0.001934984520123839,2019,109,True,0.0014819245985887726,0.001,1.934984520123839,False
579,10 study,2,211,203,0,1,0,1,0,8,4,3,8,5,3,9,7,9,19,17,27,20,14,25,23,2019,3.984381225595665e-05,0.0012254901960784314,0.0016872511304582573,2024,109,True,0.0014819245985887726,0.001,1.6872511304582574,False
580,review manager,2,184,184,0,0,0,0,1,1,0,3,2,3,0,7,9,11,23,15,17,18,25,27,22,2021,0.0,0.001061306030715445,0.0018782870022539444,2023,109,True,0.0014819245985887726,0.001,1.8782870022539444,False
581,koo jr,2,254,127,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,13,13,16,20,22,38,2022,0.0,0.0011067303036591271,0.002541636010969166,2025,109,True,0.0014819245985887726,0.001,2.541636010969166,False
582,higher revision rate,3,296,268,0,1,2,2,7,9,5,7,16,8,13,8,11,14,27,30,23,21,25,17,22,2019,0.00011794440582046775,0.001741486068111455,0.0018782870022539444,2023,108,True,0.0014683289600696096,0.001,1.8782870022539444,False
583,fao,1,383,235,0,0,0,0,4,2,0,5,8,7,18,6,11,22,20,24,25,21,18,16,28,2018,0.0,0.0015288394718554553,0.0018727844291351748,2025,108,True,0.0014683289600696096,0.001,1.8727844291351747,False
584,cephalomedullary nail,2,318,213,1,1,1,2,3,2,6,6,3,7,12,10,11,7,21,12,23,22,16,22,25,2021,0.00012131372386810955,0.0014358846297914845,0.0016721289545849776,2025,108,True,0.0014683289600696096,0.001,1.6721289545849776,False
585,lcea,1,413,173,0,0,0,0,0,0,1,0,2,2,4,5,11,8,17,15,20,25,22,26,15,2021,0.0,0.001248595330253465,0.0017547411756765876,2024,108,True,0.0014683289600696096,0.001,1.7547411756765876,False
586,large national database,3,154,147,0,0,0,0,0,1,2,2,2,0,2,1,8,4,11,6,6,16,40,20,26,2022,0.0,0.0011067303036591271,0.003005259203606311,2023,108,True,0.0014683289600696096,0.001,3.005259203606311,False
587,fracture related infection,3,185,121,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,5,13,21,21,17,36,2022,0.0,0.0014525835235526042,0.0024078656946023677,2025,108,True,0.0014683289600696096,0.001,2.4078656946023678,False
588,short stem,2,429,252,0,2,1,2,4,1,4,8,11,11,16,16,22,16,13,18,30,19,21,18,19,2015,0.00011873792129416884,0.0011838697743248242,0.0018728929953801972,2021,107,True,0.0014547333215504466,0.001,1.8728929953801972,False
589,descriptive analysis,2,238,229,2,2,1,5,4,4,4,4,5,6,10,9,19,16,15,16,16,22,20,21,28,2022,0.00020357715095396353,0.0015217541675312998,0.0018727844291351748,2025,107,True,0.0014547333215504466,0.0010178857547698177,1.8398768431125967,False
590,semi structured interview,3,222,211,1,0,1,4,2,6,2,3,10,11,7,4,10,8,18,17,21,16,15,28,27,2019,8.146991161215289e-05,0.0011609907120743034,0.0018897212661132482,2024,107,True,0.0014547333215504466,0.001,1.889721266113248,False
591,sl,1,488,208,1,3,0,1,3,3,2,4,5,6,7,9,8,13,15,21,23,23,21,18,22,2020,0.00016195105159776729,0.0012491820831598357,0.0015909248115099951,2022,107,True,0.0014547333215504466,0.001,1.590924811509995,False
592,11 study,2,205,198,2,1,1,1,0,2,3,3,6,3,11,8,7,14,20,9,22,20,15,18,32,2021,0.0001637333386980069,0.0013734548632788114,0.002140325061868771,2025,107,True,0.0014547333215504466,0.001,2.1403250618687713,False
593,let,1,388,139,0,0,0,0,0,0,0,0,0,0,4,2,2,4,5,15,17,21,18,22,29,2021,0.0,0.001061306030715445,0.001939669587318574,2025,107,True,0.0014547333215504466,0.001,1.9396695873185739,False
594,16 5,2,266,258,0,4,3,3,2,11,3,7,8,17,9,12,17,12,17,27,16,10,21,26,33,2023,0.0002765261393705932,0.0015777610818933133,0.0022072102200521703,2025,106,True,0.0014411376830312835,0.001382630696852966,1.596384504608531,False
595,inclusion and exclusion criterion,4,251,246,0,1,0,1,2,3,5,5,8,13,17,12,11,13,25,24,19,25,13,23,26,2019,3.984381225595665e-05,0.001612487100103199,0.0017390141127683768,2025,106,True,0.0014411376830312835,0.001,1.7390141127683767,False
596,procedure type,2,268,233,1,1,1,2,1,8,3,10,8,10,7,10,16,12,19,18,20,23,16,21,26,2019,0.00012131372386810955,0.0012254901960784314,0.0017390141127683768,2025,106,True,0.0014411376830312835,0.001,1.7390141127683767,False
597,this cohort study,3,230,215,0,0,1,0,2,1,4,10,4,13,7,9,16,8,23,11,25,18,16,17,30,2021,3.9050296782255544e-05,0.001560744162816831,0.0020065547455019733,2025,106,True,0.0014411376830312835,0.001,2.0065547455019734,False
598,retrospective single center study,4,180,179,1,0,0,0,0,3,4,3,1,5,6,3,13,15,6,13,15,21,16,32,22,2022,4.241961482989734e-05,0.0014525835235526042,0.0021596814469865694,2024,106,True,0.0014411376830312835,0.001,2.1596814469865695,False
599,surgical accuracy,2,234,174,1,1,1,1,4,0,2,3,2,4,5,5,8,9,10,12,18,10,16,19,43,2023,0.00012131372386810955,0.0012021036814425245,0.0028760618018861613,2025,106,True,0.0014411376830312835,0.001,2.876061801886161,False
600,final cohort,2,172,170,1,0,0,0,0,1,3,4,3,1,1,2,6,14,11,17,8,19,22,23,34,2022,4.241961482989734e-05,0.0013142422355952134,0.0022740953782355694,2025,106,True,0.0014411376830312835,0.001,2.2740953782355695,False
